12624,BCS 514,LAB IN NEUROBIOLOGY,3,T,1230,1640,MEL,111,No Cap,NORDEEN K,
12631,BCS 514,LAB IN NEUROBIOLOGY,3,R,1230,1640,MEL,111,No Cap,NORDEEN K,
12645,BCS 514,LAB IN NEUROBIOLOGY,3,W,1230,1640,MEL,111,No Cap,KORNACK D,
12659,BCS 521,AUDITORY PERCEPTION,3,MW,1025,1140,HUTCH,473,No Cap,DAVIS K,
12662,BCS 528,SPECIAL TOPICS IN VISION,3,TBA,,,,,No Cap,TADIN D,
78295,BCS 531,PRACTICUM IN DATA-EANABLED RESEARCH INTO HUMAN BEHAVIOR AND ITS COGNITIVE & NEURAL MECHANISMS,4,MW,1025,1140,MEL,269,No Cap,KAUTZ H,
12686,BCS 536,MACHINE VISION,3,TR,1230,1345,CSB,601,No Cap,LUO J,
12690,BCS 546,BIOLOGY OF MENTAL DISORDERS,3,TR,940,1055,MOREY,321,No Cap,MILLER R; LANGFITT J,
12715,BCS 549,DEVELOPMENTAL NEUROBIOLOGY,3,MW,1230,1345,MOREY,525,No Cap,WINES-SAMUELS,
12721,BCS 564,SIGNED LANGUAGE STRUCTURE,3,MW,1230,1345,MEL,366,No Cap,TOURANGEAU N,
12742,BCS 582,GRANT WRITING IN BCS,3,TBA,,,,,10,DEANGELIS G,
12750,BCS 591,PHD READINGS,0,TBA,,,,,No Cap,,
12768,BCS 595,PHD RESEARCH,0,TBA,,,,,No Cap,,
12902,BCS 595A,PHD RESEARCH IN ABSENTIA,0,TBA,,,,,No Cap,,
12917,BCS 598,SUPERVISED TEACHING ASSISTANT,3,TBA,,,,,No Cap,,
12978,BCS 599,PROFESSIONAL DEVELOPMENT & CAREER PLANNING,1,TBA,,,,,No Cap,TANENHAUS M; ASLIN R,
12980,BCS 895,CONT OF MASTER'S ENROLLMENT,0,TBA,,,,,No Cap,,
12999,BCS 899,MASTER'S DISSERTATION,0,TBA,,,,,No Cap,,
13004,BCS 985,LEAVE OF ABSENCE,0,TBA,,,,,No Cap,,
13010,BCS 986V,FULL TIME VISITING STUDENT,0,TBA,,,,,No Cap,,
13028,BCS 995,CONT OF DOCTORAL ENROLLMENT,0,TBA,,,,,No Cap,,
